Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-01-02 00:00:00-05:00,14.446940910558762,15.09050582194061,14.328584112812116,15.038724899291992,50084000,0.0,0.0
2009-01-05 00:00:00-05:00,14.942551568748298,15.290224277254366,14.83898837463652,15.179265022277832,61475200,0.0,0.0
2009-01-06 00:00:00-05:00,15.349410233292806,15.534342886705971,15.245848398877168,15.356807708740234,58083400,0.0,0.0
2009-01-07 00:00:00-05:00,14.935161198428911,15.009134540561092,14.409951739122164,14.432144165039062,72709900,0.0,0.0
2009-01-08 00:00:00-05:00,14.520909778840778,14.935159894237533,14.46173139248753,14.883378982543945,70255400,0.0,0.0
2009-01-09 00:00:00-05:00,14.920365444626372,15.016529796574595,14.358170049979641,14.43954086303711,49815300,0.0,0.0
2009-01-12 00:00:00-05:00,14.580084862496628,14.639264646368428,14.27679552477218,14.402549743652344,52163500,0.0,0.0
2009-01-13 00:00:00-05:00,14.439537555401595,14.787210330864873,14.439537555401595,14.661456108093262,65843500,0.0,0.0
2009-01-14 00:00:00-05:00,14.446937003814485,14.557896295330785,14.062276809695629,14.121455192565918,80257500,0.0,0.0
2009-01-15 00:00:00-05:00,14.106660952995611,14.276798635931844,13.69980972668305,14.232415199279785,96169800,0.0,0.0
2009-01-16 00:00:00-05:00,14.520908327629853,14.728033364628278,14.165838044995882,14.580086708068848,79634100,0.0,0.0
2009-01-20 00:00:00-05:00,14.395152970633186,14.513511133208251,13.58884812910518,13.670217514038086,89873000,0.0,0.0
2009-01-21 00:00:00-05:00,13.958715283800764,14.387758921297914,13.655424477969703,14.335976600646973,68340900,0.0,0.0
2009-01-22 00:00:00-05:00,13.352133447657367,13.448299191877934,12.62719797842388,12.656787872314453,222436600,0.0,0.0
2009-01-23 00:00:00-05:00,12.553226688107518,12.937886905452967,12.390486478118609,12.723365783691406,117020600,0.0,0.0
2009-01-26 00:00:00-05:00,12.789942446849913,13.17460127739289,12.745557596040863,13.041449546813965,92476500,0.0,0.0
2009-01-27 00:00:00-05:00,13.15240791566001,13.292955685366719,12.893501975842808,13.063639640808105,61695000,0.0,0.0
2009-01-28 00:00:00-05:00,13.16720333880135,13.544466091854778,13.137614850227548,13.34473991394043,64145500,0.0,0.0
2009-01-29 00:00:00-05:00,13.152411014897082,13.285561342164716,12.989669374474092,13.011861801147461,49192800,0.0,0.0
2009-01-30 00:00:00-05:00,13.1228201969335,13.159807572141409,12.649393081665039,12.649393081665039,62370900,0.0,0.0
2009-02-02 00:00:00-05:00,12.597609284838557,13.411311600291938,12.57541686479166,13.189393043518066,88871700,0.0,0.0
2009-02-03 00:00:00-05:00,13.204188324902773,13.766383615360168,13.019255719262464,13.685012817382812,86865100,0.0,0.0
2009-02-04 00:00:00-05:00,13.714602129920317,14.054877432624671,13.685012237029285,13.781176567077637,75618000,0.0,0.0
2009-02-05 00:00:00-05:00,13.692415819726795,14.158445553310235,13.500085662889768,14.084473609924316,75195200,0.0,0.0
2009-02-06 00:00:00-05:00,14.173233277718706,14.742825981202406,14.09925996113631,14.543098449707031,86746000,0.0,0.0
2009-02-09 00:00:00-05:00,14.52831066688452,14.624476449129933,14.247213618394673,14.380365371704102,52196400,0.0,0.0
2009-02-10 00:00:00-05:00,14.239814073068095,14.646665339357522,13.832962806778665,13.90693473815918,83953200,0.0,0.0
2009-02-11 00:00:00-05:00,14.010498902143878,14.417350195160497,13.995703950526194,14.210225105285645,58599000,0.0,0.0
2009-02-12 00:00:00-05:00,14.03268233089154,14.291588200508412,13.714599508650588,14.247204780578613,75323200,0.0,0.0
2009-02-13 00:00:00-05:00,14.254606906755056,14.402552158468811,14.084469232368464,14.121455192565918,47416000,0.0,0.0
2009-02-17 00:00:00-05:00,13.771402953826364,13.77885115194789,13.324521010724563,13.473482131958008,75853300,0.13,0.0
2009-02-18 00:00:00-05:00,13.570302984369258,13.741608663586511,13.406446922289968,13.495823860168457,54946900,0.0,0.0
2009-02-19 00:00:00-05:00,13.629883261342089,13.689467396122902,13.264930258234877,13.339410781860352,49195600,0.0,0.0
2009-02-20 00:00:00-05:00,13.235137496794172,13.547954526350622,13.15320878743963,13.406441688537598,69413800,0.0,0.0
