Date,Open,High,Low,Close,Volume,Dividends,MSFT-ATH,MSFT-CHG,MSFT-CHG_Perc,MSFT-MV_AVG,MSFT-VOL_CHG_Perc,ITR,ITR-CHG,CPI,CPI-CHG,ITR-CPI,GDP,GDP-CHG,GDP-TRD,SP500-close,SP500-volume,SP500-CLOSE_CHG_Perc,SP500-VOL_CHG_Perc,SP500-CLOSE_Outperf,SP500-VOL_Outperf,Gold-close,Gold-volume,Gold-CLOSE_CHG_Perc,Gold-VOL_CHG_Perc,Gold-CLOSE_Outperf,Gold-VOL_Outperf,predicted,pred_err_perc,close_next_day
2005-01-18,18.165069,18.388381,18.032477,18.367445,69146400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1195.979980,1596800000,0.000000,0.000000,0.000000,0.000000,42.320000,666800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.130177
2005-01-19,18.290682,18.325575,18.088306,18.130177,58114100,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1184.630005,1498700000,0.000000,0.000000,0.000000,0.000000,42.259998,1578900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.046440
2005-01-20,18.032483,18.213924,17.962697,18.046440,58380100,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1175.410034,1692000000,0.000000,0.000000,0.000000,0.000000,42.250000,1276200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.899885
2005-01-21,18.109241,18.234853,17.892907,17.899885,76501000,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1167.869995,1643500000,0.000000,0.000000,0.000000,0.000000,42.740002,889800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.913841
2005-01-24,17.976648,18.144132,17.892905,17.913841,69010900,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1163.750000,1494600000,0.000000,0.000000,0.000000,0.000000,42.770000,2294900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.158092
2005-01-25,17.976651,18.276727,17.969672,18.158092,67580700,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1168.410034,1610400000,0.000000,0.000000,0.000000,0.000000,42.240002,1332500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.151112
2005-01-26,18.192982,18.262768,18.074348,18.151112,64974500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1174.069946,1635900000,0.000000,0.000000,0.000000,0.000000,42.689999,541800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.220898
2005-01-27,18.109242,18.255790,18.039456,18.220898,93204100,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1174.550049,1600600000,0.000000,0.000000,0.000000,0.000000,42.619999,571200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.269743
2005-01-28,18.520970,18.597733,18.116215,18.269743,110466500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1171.359985,1641800000,0.000000,0.000000,0.000000,0.000000,42.689999,1149100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.339533
2005-01-31,18.388382,18.507017,18.255790,18.339533,71442100,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1181.270020,1679800000,0.000000,0.000000,0.000000,0.000000,42.220001,1692400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.416300
2005-02-01,18.318601,18.444215,18.297665,18.416300,57981700,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.280000,0.000000,191.600000,0.000000,0.000000,12767.286000,0.000000,0,1189.410034,1681980000,0.000000,0.000000,0.000000,0.000000,42.099998,1088900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.465147
2005-02-02,18.437234,18.493062,18.339535,18.465147,79329500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.220000,192.400000,0.800000,0.092316,12767.286000,0.000000,0,1193.189941,1561740000,0.000000,0.000000,0.000000,0.000000,42.160000,956500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.269743
2005-02-03,18.402335,18.423270,18.213915,18.269743,62545400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1189.890015,1554460000,0.000000,0.000000,0.000000,0.000000,41.680000,2446400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.367445
2005-02-04,18.262768,18.402338,18.241832,18.367445,61246500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1203.030029,1648160000,0.000000,0.000000,0.000000,0.000000,41.470001,1819400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.255796
2005-02-07,18.332561,18.353495,18.186011,18.255796,57763400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1201.719971,1347270000,0.000000,0.000000,0.000000,0.000000,41.270000,1754000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.311617
2005-02-08,18.276725,18.381402,18.255789,18.311617,61343700,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1202.300049,1416170000,0.000000,0.000000,0.000000,0.000000,41.259998,1296800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.192984
2005-02-09,18.318597,18.360468,18.172049,18.192984,77874800,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1191.989990,1511040000,0.000000,0.000000,0.000000,0.000000,41.310001,3477900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.186005
2005-02-10,18.213919,18.234854,18.144134,18.186005,71796400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1197.010010,1491670000,0.000000,0.000000,0.000000,0.000000,41.750000,7774500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.123192
2005-02-11,18.165064,18.227871,18.011536,18.123192,83835900,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1205.300049,1562300000,0.000000,0.000000,0.000000,0.000000,42.080002,1896500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.151112
2005-02-14,18.095284,18.227876,18.081326,18.151112,58694000,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1206.140015,1290180000,0.000000,0.000000,0.000000,0.000000,42.549999,2351800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.151114
2005-02-15,18.200114,18.256114,18.102113,18.151114,76551600,0.080000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1210.119995,1527080000,0.000000,0.000000,0.000000,0.000000,42.580002,1559900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.053108
2005-02-16,18.109108,18.151108,17.969107,18.053108,57506600,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1210.339966,1490100000,0.000000,0.000000,0.000000,0.000000,42.520000,1820400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.955118
2005-02-17,17.997118,18.102120,17.920118,17.955118,67024800,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1200.750000,1580120000,0.000000,0.000000,0.000000,0.000000,42.730000,3054200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.836111
2005-02-18,17.948112,17.955112,17.780111,17.836111,77091100,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1201.589966,1551200000,0.000000,0.000000,0.000000,0.000000,42.750000,863200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.661118
2005-02-22,17.675118,17.843119,17.640118,17.661118,96419200,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1184.160034,1744940000,0.000000,0.000000,0.000000,0.000000,43.570000,3378400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.640106
2005-02-23,17.668106,17.745107,17.619106,17.640106,83689400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1190.800049,1501090000,0.000000,0.000000,0.000000,0.000000,43.419998,1534900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.759113
2005-02-24,17.626112,17.808113,17.605111,17.759113,85236300,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1200.199951,1518750000,0.000000,0.000000,0.000000,0.000000,43.330002,1219300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.675112
2005-02-25,17.731112,17.766112,17.605111,17.675112,62467700,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1211.369995,1523680000,0.000000,0.000000,0.000000,0.000000,43.500000,1100100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.612108
2005-02-28,17.654108,17.759110,17.591108,17.612108,82728000,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1203.599976,1795480000,0.000000,0.000000,0.000000,0.000000,43.529999,755300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.696117
2005-03-01,17.633117,17.787117,17.591116,17.696117,56394800,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,192.400000,0.000000,0.092316,12767.286000,0.000000,0,1210.410034,1708060000,0.000000,0.000000,0.000000,0.000000,43.220001,3245600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.682117
2005-03-02,17.633117,17.836118,17.612117,17.682117,67739000,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.130000,193.100000,0.700000,0.145680,12767.286000,0.000000,0,1210.079956,1568540000,0.000000,0.000000,0.000000,0.000000,43.250000,1188000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.619114
2005-03-03,17.710114,17.717114,17.598113,17.619114,52183600,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1210.469971,1616240000,0.000000,0.000000,0.000000,0.000000,42.970001,1924600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.619114
2005-03-04,17.647113,17.710114,17.591113,17.619114,63058200,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1222.119995,1636820000,0.000000,0.000000,0.000000,0.000000,43.380001,915000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.829115
2005-03-07,17.619114,18.053117,17.612114,17.829115,80407400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1225.310059,1488830000,0.000000,0.000000,0.000000,0.000000,43.470001,1290100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.780107
2005-03-08,17.780107,17.934109,17.738108,17.780107,52871800,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1219.430054,1523090000,0.000000,0.000000,0.000000,0.000000,44.029999,2674900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.717110
2005-03-09,17.773110,17.899111,17.696110,17.717110,62991800,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1207.010010,1704970000,0.000000,0.000000,0.000000,0.000000,44.020000,3025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.801113
2005-03-10,17.801113,17.836113,17.675112,17.801113,59132900,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1209.250000,1604020000,0.000000,0.000000,0.000000,0.000000,44.200001,2065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.563116
2005-03-11,17.815118,17.836117,17.542115,17.563116,60617900,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1200.079956,1449820000,0.000000,0.000000,0.000000,0.000000,44.430000,2659600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.577106
2005-03-14,17.556106,17.605106,17.472105,17.577106,65550500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1206.829956,1437430000,0.000000,0.000000,0.000000,0.000000,44.029999,866600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.437113
2005-03-15,17.570114,17.668114,17.423112,17.437113,71469400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1197.750000,1513530000,0.000000,0.000000,0.000000,0.000000,44.060001,1254900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.241106
2005-03-16,17.374107,17.479108,17.192106,17.241106,74841400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1188.069946,1653190000,0.000000,0.000000,0.000000,0.000000,44.310001,2223300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.178104
2005-03-17,17.248104,17.276105,17.171104,17.178104,60573200,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1190.209961,1581930000,0.000000,0.000000,0.000000,0.000000,43.820000,1525200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.017103
2005-03-18,17.171105,17.437106,16.996104,17.017103,135904000,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1189.650024,2344370000,0.000000,0.000000,0.000000,0.000000,43.889999,1207500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.940104
2005-03-21,17.045104,17.052104,16.905103,16.940104,71446200,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1183.780029,1819440000,0.000000,0.000000,0.000000,0.000000,43.090000,3814400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.793102
2005-03-22,16.933104,16.989104,16.772102,16.793102,102113300,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1171.709961,2114470000,0.000000,0.000000,0.000000,0.000000,42.650002,2609400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.926107
2005-03-23,16.793106,17.073108,16.772106,16.926107,79293300,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1172.530029,2246870000,0.000000,0.000000,0.000000,0.000000,42.419998,2618600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.996111
2005-03-24,16.968110,17.129111,16.940111,16.996111,78820900,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1171.420044,1721720000,0.000000,0.000000,0.000000,0.000000,42.389999,1466300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.940104
2005-03-28,17.080104,17.129104,16.926103,16.940104,49802000,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1174.280029,1746220000,0.000000,0.000000,0.000000,0.000000,42.540001,581100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.744112
2005-03-29,16.898113,16.968113,16.674111,16.744112,74231700,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1165.359985,2223250000,0.000000,0.000000,0.000000,0.000000,42.560001,1197800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.912106
2005-03-30,16.828106,16.933106,16.800105,16.912106,59585700,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1181.410034,2097110000,0.000000,0.000000,0.000000,0.000000,42.610001,1324300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.919109
2005-03-31,16.975110,17.017110,16.884110,16.919109,62382300,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1180.589966,2214230000,0.000000,0.000000,0.000000,0.000000,42.820000,1363200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.884111
2005-04-01,16.968111,17.045112,16.870111,16.884111,64619600,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.630000,0.000000,193.100000,0.000000,0.145680,12767.286000,0.000000,0,1172.920044,2168690000,0.000000,0.000000,0.000000,0.000000,42.619999,2448500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.961107
2005-04-04,16.877107,16.982108,16.758107,16.961107,62196400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.160000,193.700000,0.600000,0.212724,12922.656000,155.370000,4,1176.119995,2079770000,0.000000,0.000000,0.000000,0.000000,42.400002,1893100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.129108
2005-04-05,16.954107,17.150109,16.884108,17.129108,73549600,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1181.390015,1870800000,0.000000,0.000000,0.000000,0.000000,42.450001,888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.269110
2005-04-06,17.129108,17.458111,17.115109,17.269110,78020200,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1184.069946,1797400000,0.000000,0.000000,0.000000,0.000000,42.630001,1637500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.570118
2005-04-07,17.262116,17.591117,17.241115,17.570118,77451500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1191.140015,1900620000,0.000000,0.000000,0.000000,0.000000,42.570000,2853000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.458115
2005-04-08,17.549115,17.675116,17.437114,17.458115,47956300,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1181.199951,1661330000,0.000000,0.000000,0.000000,0.000000,42.689999,1002100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.479107
2005-04-11,17.521108,17.577108,17.402107,17.479107,47791800,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1181.209961,1525310000,0.000000,0.000000,0.000000,0.000000,42.779999,514100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.724112
2005-04-12,17.444110,17.745112,17.360109,17.724112,67517800,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1187.760010,1979830000,0.000000,0.000000,0.000000,0.000000,42.840000,2098700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.528107
2005-04-13,17.661107,17.815108,17.493106,17.528107,60929300,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1173.790039,2049740000,0.000000,0.000000,0.000000,0.000000,42.900002,384000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.388119
2005-04-14,17.507120,17.598120,17.381119,17.388119,66754400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1162.050049,2355040000,0.000000,0.000000,0.000000,0.000000,42.310001,3679800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.122108
2005-04-15,17.206110,17.430111,17.087109,17.122108,100251600,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1142.619995,2689960000,0.000000,0.000000,0.000000,0.000000,42.400002,1811100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.255106
2005-04-18,17.115106,17.388107,17.080105,17.255106,75766400,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1145.979980,2180670000,0.000000,0.000000,0.000000,0.000000,42.689999,909800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.241106
2005-04-19,17.297106,17.360107,17.115106,17.241106,65956200,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1152.780029,2142700000,0.000000,0.000000,0.000000,0.000000,43.279999,3145400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.024111
2005-04-20,17.262112,17.290113,17.010110,17.024111,91923500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1137.500000,2217050000,0.000000,0.000000,0.000000,0.000000,43.400002,1248100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.696117
2005-04-21,17.136113,17.773117,17.129113,17.696117,93562300,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1159.949951,2308560000,0.000000,0.000000,0.000000,0.000000,43.189999,1550600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.486113
2005-04-22,17.535113,17.675114,17.346112,17.486113,80087500,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1152.119995,2045880000,0.000000,0.000000,0.000000,0.000000,43.389999,1169000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.493109
2005-04-25,17.549109,17.696111,17.402109,17.493109,75457900,0.000000,0,0.000000,0.000000,0.000000,0.000000,2.790000,0.000000,193.700000,0.000000,0.212724,12922.656000,0.000000,4,1162.099976,1795030000,0.000000,0.000000,0.000000,0.000000,43.439999,906300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.332111
