Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,31.392735925505335,31.43476357378998,31.182610509119733,31.233041763305664,30632200,0.0,0.0
2014-01-03 00:00:00-05:00,31.26667842852108,31.283488855093516,30.762375250131093,31.022932052612305,31134800,0.0,0.0
2014-01-06 00:00:00-05:00,30.972507167529916,31.006128027616207,30.35053728724201,30.367347717285156,43603700,0.0,0.0
2014-01-07 00:00:00-05:00,30.535443611187468,30.669923822368595,30.434581048105763,30.60268211364746,35802800,0.0,0.0
2014-01-08 00:00:00-05:00,30.258084123679403,30.37575393782513,29.90507468124222,30.05636215209961,59971700,0.0,0.0
2014-01-09 00:00:00-05:00,30.157214753575744,30.182428789324614,29.753774150289292,29.863037109375,36516300,0.0,0.0
2014-01-10 00:00:00-05:00,30.17403436685253,30.38415994543434,30.047957737198693,30.291704177856445,40548800,0.0,0.0
2014-01-13 00:00:00-05:00,30.249685196557937,30.274899244562675,29.27470246313767,29.400775909423828,45901900,0.0,0.0
2014-01-14 00:00:00-05:00,29.190646683027772,30.15722568300873,29.106597729230323,30.07317352294922,41623300,0.0,0.0
2014-01-15 00:00:00-05:00,30.174036496645208,30.922083096194385,30.13200881295288,30.896865844726562,44812600,0.0,0.0
2014-01-16 00:00:00-05:00,30.838029112458095,31.098585987145224,30.518640537855454,31.00613021850586,38018700,0.0,0.0
2014-01-17 00:00:00-05:00,30.9556974087622,30.9556974087622,30.384155659146042,30.577470779418945,46267500,0.0,0.0
2014-01-21 00:00:00-05:00,30.947294421653336,30.947294421653336,30.308514084570483,30.40096664428711,31567300,0.0,0.0
2014-01-22 00:00:00-05:00,30.4766056724573,30.52703695426214,30.047950999030242,30.199241638183594,21904300,0.0,0.0
2014-01-23 00:00:00-05:00,30.33372577504315,30.367346633930016,29.854639757820834,30.30851173400879,43954000,0.0,0.0
2014-01-24 00:00:00-05:00,31.476809469379642,31.560858410715134,30.703545742794454,30.938888549804688,76395500,0.0,0.0
2014-01-27 00:00:00-05:00,30.98931668750413,31.006127117053598,30.241270206991498,30.283294677734375,44420800,0.0,0.0
2014-01-28 00:00:00-05:00,30.358935454859957,30.585871410353416,30.04795057048497,30.48501205444336,36205500,0.0,0.0
2014-01-29 00:00:00-05:00,30.241267266417992,30.997720491280827,30.174028761019787,30.812808990478516,52745900,0.0,0.0
2014-01-30 00:00:00-05:00,30.922080165501523,30.997725500211356,30.45139772661125,30.980915069580078,35036300,0.0,0.0
2014-01-31 00:00:00-05:00,31.056562714411328,31.8466337752793,30.728767308373147,31.804609298706055,93162300,0.0,0.0
2014-02-03 00:00:00-05:00,31.720556549601014,31.930682113583828,30.619497440076863,30.661521911621094,64063100,0.0,0.0
2014-02-04 00:00:00-05:00,31.073359636735727,31.258267894519093,30.46819717714489,30.55224609375,54697900,0.0,0.0
2014-02-05 00:00:00-05:00,30.501831493535,30.653122175230944,30.089983925304473,30.106794357299805,55814400,0.0,0.0
2014-02-06 00:00:00-05:00,30.08997679530916,30.468203409926016,29.99752104437378,30.40936851501465,35351800,0.0,0.0
2014-02-07 00:00:00-05:00,30.52704731295995,30.753983348695847,30.266490411278973,30.728769302368164,33260500,0.0,0.0
2014-02-10 00:00:00-05:00,30.78759522055058,30.93047904968262,30.501824356025185,30.930479049682617,26767000,0.0,0.0
2014-02-11 00:00:00-05:00,30.997721418465034,31.3171099396171,30.980910990047338,31.241464614868164,32141400,0.0,0.0
2014-02-12 00:00:00-05:00,31.392764946603297,31.6028905572399,31.35074046572845,31.493627548217773,27051800,0.0,0.0
2014-02-13 00:00:00-05:00,31.375950375203434,31.821415539480586,31.375950375203434,31.611289978027344,37635500,0.0,0.0
2014-02-14 00:00:00-05:00,31.4263710405505,31.75416632604797,31.37594296971142,31.619686126708984,31407500,0.0,0.0
2014-02-18 00:00:00-05:00,31.86526470121207,31.992283479732084,31.6789666163514,31.68743324279785,32834000,0.28,0.0
2014-02-19 00:00:00-05:00,31.518070461190437,31.966875897041206,31.509600605625277,31.763641357421875,29750400,0.0,0.0
2014-02-20 00:00:00-05:00,31.814442390052903,32.06848307469623,31.67048718653263,31.966867446899414,27526100,0.0,0.0
2014-02-21 00:00:00-05:00,32.12778625941636,32.47497624204268,32.06004352710906,32.161659240722656,38021300,0.0,0.0
2014-02-24 00:00:00-05:00,31.916078567504883,32.16165278724126,31.789059758551502,31.916078567504883,32085100,0.0,0.0
2014-02-25 00:00:00-05:00,31.848342417161486,32.051573845523,31.62817126774698,31.789066314697266,30736500,0.0,0.0
2014-02-26 00:00:00-05:00,31.82293881644201,31.958427510075552,31.492682097299078,31.72978973388672,41041800,0.0,0.0
2014-02-27 00:00:00-05:00,31.71283826086943,32.08543118475624,31.52654018377416,32.060028076171875,33903400,0.0,0.0
2014-02-28 00:00:00-05:00,32.16166143423521,32.56812754671699,32.026172730074606,32.44110870361328,41215000,0.0,0.0
2014-03-03 00:00:00-05:00,32.11084267490262,32.28867417232187,31.746719512369776,31.992290496826172,29717500,0.0,0.0
2014-03-04 00:00:00-05:00,32.34795145046946,32.5850558153383,32.23786589664977,32.525779724121094,26802400,0.0,0.0
2014-03-05 00:00:00-05:00,32.39028448872647,32.40722097282765,32.1193072037157,32.271732330322266,20520100,0.0,0.0
2014-03-06 00:00:00-05:00,32.29714842552512,32.38183088007533,32.08544713460762,32.30561828613281,23582200,0.0,0.0
2014-03-07 00:00:00-05:00,32.415682226868434,32.48342815204435,31.916067334758335,32.09389877319336,26591600,0.0,0.0
2014-03-10 00:00:00-04:00,32.170104379831706,32.18703762716708,31.941466777170508,32.026145935058594,19006600,0.0,0.0
2014-03-11 00:00:00-04:00,32.06850408236342,32.373354395759975,31.94148527198464,32.195526123046875,25216400,0.0,0.0
2014-03-12 00:00:00-04:00,32.009227193234565,32.54271522837478,32.000760564875655,32.4072265625,30494100,0.0,0.0
2014-03-13 00:00:00-04:00,32.53422400649727,32.55963033550044,31.87371759785952,32.085418701171875,32169700,0.0,0.0
2014-03-14 00:00:00-04:00,31.88220378444445,32.29713635054022,31.763648392398668,31.924543380737305,27195600,0.0,0.0
2014-03-17 00:00:00-04:00,32.09390178656846,32.52577079405188,32.00075274585734,32.22092056274414,20479600,0.0,0.0
2014-03-18 00:00:00-04:00,32.3987518082584,33.787514461508195,32.36488206963601,33.49113082885742,64063900,0.0,0.0
2014-03-19 00:00:00-04:00,33.42338994387617,33.49113265511906,32.94917804395876,33.2540283203125,35597200,0.0,0.0
2014-03-20 00:00:00-04:00,33.23708732601179,34.42261529982547,33.228620699619114,34.15163803100586,59269800,0.0,0.0
2014-03-21 00:00:00-04:00,34.48189468134298,34.66818955257706,33.880660780097955,34.00768280029297,80721800,0.0,0.0
2014-03-24 00:00:00-04:00,34.16011222668156,34.414153068702966,33.75364623338639,34.29560089111328,46098400,0.0,0.0
2014-03-25 00:00:00-04:00,34.43107625371727,34.710523333194665,33.83831236446796,34.160099029541016,43193100,0.0,0.0
2014-03-26 00:00:00-04:00,34.27864900823409,34.473413673983345,33.53346007340421,33.69435501098633,41977500,0.0,0.0
2014-03-27 00:00:00-04:00,33.65202122790831,33.846785927224865,33.3132980454338,33.33023452758789,35369200,0.0,0.0
2014-03-28 00:00:00-04:00,33.69435936231274,34.414142056091904,33.60121032964175,34.12622833251953,43472700,0.0,0.0
2014-03-31 00:00:00-04:00,34.23631748804032,35.14239834353362,34.21091437835669,34.71052932739258,46886300,0.0,0.0
2014-04-01 00:00:00-04:00,34.84602295964,35.21861595307814,34.778277017030696,35.07465744018555,32605000,0.0,0.0
2014-04-02 00:00:00-04:00,35.091593428578335,35.27789153780967,34.86295572096832,35.015380859375,28666700,0.0,0.0
2014-04-03 00:00:00-04:00,34.96457414541076,34.96457414541076,34.47342576622147,34.72746658325195,30139600,0.0,0.0
2014-04-04 00:00:00-04:00,34.930703372022165,35.04925554540577,33.5673469175018,33.76211166381836,51409600,0.0,0.0
2014-04-07 00:00:00-04:00,33.838316080580725,34.100826708588016,33.65202123744029,33.70282745361328,37559600,0.0,0.0
