Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-03 00:00:00-05:00,18.702414146719523,18.807092905655747,18.597736718829015,18.66054344177246,65002900,0.0,0.0
2005-01-04 00:00:00-05:00,18.75126935126317,18.911774867915163,18.604719852242546,18.73033332824707,109442100,0.0,0.0
2005-01-05 00:00:00-05:00,18.730332015763114,18.911773542717114,18.67450395601157,18.688461303710938,72463500,0.0,0.0
2005-01-06 00:00:00-05:00,18.737311656167947,18.88385982143314,18.590762159856748,18.667526245117188,76890500,0.0,0.0
2005-01-07 00:00:00-05:00,18.716371765356563,18.76522114368241,18.57680230314639,18.6116943359375,68723300,0.0,0.0
2005-01-10 00:00:00-05:00,18.56284788940363,18.744289416874654,18.520977177232147,18.702417373657227,70376600,0.0,0.0
2005-01-11 00:00:00-05:00,18.62565680746508,18.716376916316612,18.569828741007342,18.6535701751709,64712000,0.0,0.0
2005-01-12 00:00:00-05:00,18.681482629861254,18.737310689612798,18.576805184207853,18.688461303710938,72940600,0.0,0.0
2005-01-13 00:00:00-05:00,18.61867278837293,18.7024141984989,18.255789795038492,18.33255386352539,89861600,0.0,0.0
2005-01-14 00:00:00-05:00,18.423276104436557,18.458169471947876,18.1720505135844,18.22787857055664,92180800,0.0,0.0
2005-01-18 00:00:00-05:00,18.165068818348246,18.388381009089546,18.032476705953478,18.36744499206543,69146400,0.0,0.0
2005-01-19 00:00:00-05:00,18.290682024532064,18.32557538833202,18.088305838675236,18.130176544189453,58114100,0.0,0.0
2005-01-20 00:00:00-05:00,18.03248277513136,18.213924323937714,17.962697359275673,18.04644012451172,58380100,0.0,0.0
2005-01-21 00:00:00-05:00,18.109241361547575,18.234853474653903,17.89290650504323,17.899885177612305,76501000,0.0,0.0
2005-01-24 00:00:00-05:00,17.976647965163725,18.144132101762214,17.892905231341683,17.913841247558594,69010900,0.0,0.0
2005-01-25 00:00:00-05:00,17.976650987530917,18.276727281863014,17.969672314285308,18.158092498779297,67580700,0.0,0.0
2005-01-26 00:00:00-05:00,18.192982306083632,18.262767698948117,18.0743475375277,18.151111602783203,64974500,0.0,0.0
2005-01-27 00:00:00-05:00,18.109241574235313,18.25578970677004,18.039456178770614,18.220897674560547,93204100,0.0,0.0
2005-01-28 00:00:00-05:00,18.520969800761236,18.597732520661832,18.116214863806228,18.269742965698242,110466500,0.0,0.0
